ID_ESTUDIOS,ESTATUS DE ESTUDIO,ANIO,ESTADOS,TITULO_ORIGINAL,TITULO_BUSQUEDA,EMPRESA,FUENTE,CONTRATO,EJEMPLARES,TOMOS,CARATULA,PDF,ESTADO_ARCHIVOS
3160,AMBOS,2001,AGUASCALIENTES,"ESTUDIO DE MANEJO DE LA DEMANDA DE AGUA PARA LA ESTABILIZACIÓN DEL ACUÍFERO VALLE DE AGUASCALIENTES
RESUMEN EJECUTIVO","ESTUDIO DE MANEJO DE LA DEMANDA DE AGUA PARA LA ESTABILIZACIÓN DEL ACUÍFERO 0101 VALLE DE AGUASCALIENTES
RESUMEN EJECUTIVO","DESARROLLO Y SISTEMAS, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3160_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3160_EC.PDF,AGUASCALIENTES
3181,AMBOS,2005,SONORA,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO CUCHUJAQUI ALAMOS, ESTADO DE SONORA, MÉXICO","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO CUCHUJAQUI ALAMOS, ESTADO DE SONORA, MÉXICO",MINERA CORNER BAY SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3181_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3181_EC.pdf,SONORA
3183,AMBOS,2005,SONORA,"ESTUDIO DE EVALUACIÓN HIDROGEOLÓGICA DEL ACUÍFERO SAN BERNARDO, MPIO. ALAMOS, SON.
DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA
COBRE DEL MAYO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE","ESTUDIO DE EVALUACIÓN HIDROGEOLÓGICA DEL ACUÍFERO SAN BERNARDO, MPIO. ALAMOS, SON.
DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA
COBRE DEL MAYO, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",DESARROLLO DE ACUÍFEROS Y AMBIENTE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3183_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3183_EC.pdf,SONORA
3190,FÍSICO,1991,CAMPECHE TABASCO,ESTUDIO DE EXPLORACIÓN GEOFÍSICA EN LA ZONA ARROCERA DE TABASCO-CAMPECHE.,ESTUDIO DE EXPLORACIÓN GEOFÍSICA EN LA ZONA ARROCERA DE TABASCO-CAMPECHE.,,SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/27 TABASCO/PDF/3190_CC.pdf,,TABASCO
3193,FÍSICO,2000,CHIHUAHUA,"DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO CONEJOS-MÉDANOS, CHIHUAHUA","DETERMINACIÓN DE LA DISPONIBILIDAD DE AGUA EN EL ACUÍFERO CONEJOS-MÉDANOS, CHIHUAHUA",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3193_CC.pdf,,CHIHUAHUA
3198,DIGITAL,1989,MORELOS,"ESTUDIO GEOHIDROLÓGICO PARA EL PROYECTO OACALCO, MOR","ESTUDIO GEOHIDROLÓGICO PARA EL PROYECTO OACALCO, MORELOS",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3198_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3198_EC.pdf,MORELOS
3202,DIGITAL,1969,MORELOS,"ESTIMACIÓN PRELIMINAR DE LOS RECURSOS DE AGUAS SUBTERRÁNEAS, EN LAS SUBCUENCAS DE CUERNAVACA-YAUTEPEC, PERTENECIENTES A LA CUENCA DEL ALTO AMACUZAC, ESTADO DE MORELOS.
","ESTIMACIÓN PRELIMINAR DE LOS RECURSOS DE AGUAS SUBTERRÁNEAS, EN LAS SUBCUENCAS DE CUERNAVACA-YAUTEPEC, PERTENECIENTES A LA CUENCA DEL ALTO AMACUZAC, ESTADO DE MORELOS.","SERVICIOS GEOLÓGICOS, SOCIEDAD ANÓNIMA",,,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3202_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3202_EC.pdf,MORELOS
3206,DIGITAL,1985,MORELOS,"ESTUDIO GEOHIDROLÓGICO PARA DETERMINAR LAS CONDICIONES HIDROGEOLÓGICAS DE LA MESA EL TABAQUILLO Y LAS INMEDIACIONES DE HUITZILAC, MOR.
","ESTUDIO GEOHIDROLÓGICO PARA DETERMINAR LAS CONDICIONES HIDROGEOLÓGICAS DE LA MESA EL TABAQUILLO Y LAS INMEDIACIONES DE HUITZILAC, MORELOS
","DESARROLLO DE RECURSOS NATURALES, SOCIEDAD ANÓNIMA (DERNA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),CC-85-311-D,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3206_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3206_EC.pdf,MORELOS
3212,DIGITAL,1990,AGUASCALIENTES,ESTUDIO GEOHIDROLÓGICO DEL VALLE DE AGUASCALIENTES LOCALIDAD OJO CALIENTE Y SURESTE DE LA CIUDAD DE AGUASCALIENTES.,ESTUDIO GEOHIDROLÓGICO DEL 0101 VALLE DE AGUASCALIENTES LOCALIDAD OJO CALIENTE Y SURESTE DE LA CIUDAD DE AGUASCALIENTES.,"ETEISA, DE CAPITAL VARIABLE",SECRETARÍA DE OBRAS PUBLICAS,079-90,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3212_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3212_EC.PDF,AGUASCALIENTES
3215,AMBOS,1991,QUINTANA ROO,"MODELO MATEMÁTICO DEL ACUÍFERO DE LA ISLA DE COZUMEL, ESTADO DE QUINTANA ROO.
","MODELO MATEMÁTICO DEL ACUÍFERO DE LA ISLA DE COZUMEL, ESTADO DE QUINTANA ROO.
",,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/3215_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/3215_EC.pdf,QUINTANA ROO
3216,AMBOS,2000,SONORA,"ACTUALIZACIÓN DEL ESTUDIO DE LAS CUENCAS DEL RÍO SAN PEDRO Y NORTE DEL RÍO SONORA EN CANANEA, SON.","ACTUALIZACIÓN DEL ESTUDIO DE LAS CUENCAS DEL RÍO SAN PEDRO Y NORTE DEL RÍO SONORA EN CANANEA, SONORA","CONSULTORES EN AGUA SUBTERRÁNEA, SOCIEDAD ANÓNIMA","GRUPO MÉXICO MEXICANA DE CANANEA
MEXICANA DE CANANEA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE
",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3216_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3216_EC.pdf,SONORA
3223,FÍSICO,2003,GUANAJUATO QUERÉTARO,"INTEGRACIÓN DEL PLAN DE MANEJO DEL AGUA EN LOS ACUÍFEROS VALLE DE ACÁMBARO, IRAPUATO-VALLE, PÉNJAMO-ABASOLO Y SILAO-ROMITA EN EL ESTADO DE GUANAJUATO Y EL ACUÍFERO VALLE DE AMAZCALA EN EL ESTADO DE QUERÉTARO","INTEGRACIÓN DEL PLAN DE MANEJO DEL AGUA EN LOS ACUÍFEROS VALLE DE ACÁMBARO, IRAPUATO-VALLE, PÉNJAMO-ABASOLO Y SILAO-ROMITA EN EL ESTADO DE GUANAJUATO Y EL ACUÍFERO VALLE DE AMAZCALA EN EL ESTADO DE QUERÉTARO",COLEGIO DE POSTGRADUADOS (COLPOS),COMISIÓN NACIONAL DEL AGUA (CONAGUA),CNA-GRLSP-CP-01/2003,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/3223_CC.pdf,,GUANAJUATO
3231,AMBOS,1977,TLAXCALA,"ESTUDIO GEOHIDROLÓGICO DEL CORREDOR APIZACO-HUAMANTLA, ESTADO DE TLAXCALA.","ESTUDIO GEOHIDROLÓGICO DEL CORREDOR APIZACO-HUAMANTLA, ESTADO DE TLAXCALA, 2901 ALTO ATOYAC","ROCHA Y ASOCIADOS, SOCIEDAD ANÓNIMA (ROASA)",SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/3231_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/29 TLAXCALA/PDF/3231_EC.PDF,TLAXCALA
3233,FÍSICO,1960,YUCATÁN,INFORMACIÓN BÁSICA PARA LA INTERPRETACIÓN GEOHIDROLÓGICA DE LA PENÍNSULA DE YUCATÁN,INFORMACIÓN BÁSICA PARA LA INTERPRETACIÓN GEOHIDROLÓGICA DE LA PENÍNSULA DE YUCATÁN,,SECRETARÍA DE RECURSOS HIDRÁULICOS (SRH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/31 YUCATÁN/PDF/3233_CC.pdf,,YUCATÁN
3250,DIGITAL,2017,GUANAJUATO,DELIMITACIÓN DE ZONAS DE RECARGA CON APOYO TÉCNICO DEL ORDENAMIENTO TERRITORIAL DEL ESTADO DE GUANAJUATO,DELIMITACIÓN DE ZONAS DE RECARGA CON APOYO TÉCNICO DEL ORDENAMIENTO TERRITORIAL DEL ESTADO DE GUANAJUATO,"ESTUDIOS Y PROYECTOS MORO, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),CEA-LP-EP-Q0049-2017-060,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/3250_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/11 GUANAJUATO/PDF/3250_EC.pdf,GUANAJUATO
3254,DIGITAL,2002,CHIHUAHUA,"IDENTIFICACIÓN, EVALUACIÓN Y PROPUESTA DE MANEJO DE ZONAS DE RESERVA DE AGUA SUBTERRÁNEA PARA USO PÚBLICO URBANO EN LAS CIUDADES DE CHIHUAHUA, CHIH., Y ZACATECAS, ZAC.","IDENTIFICACIÓN, EVALUACIÓN Y PROPUESTA DE MANEJO DE ZONAS DE RESERVA DE AGUA SUBTERRÁNEA PARA USO PÚBLICO URBANO EN LAS CIUDADES DE CHIHUAHUA, CHIHUAHUA, Y ZACATECAS, ZACATECAS","PROYECTOS, ESTUDIOS Y SISTEMAS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-012-PRO-02 ,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3254_EC.pdf,CHIHUAHUA
3257,AMBOS,1993,HIDALGO,SINOPSIS GEOHIDROLÓGICA DEL ESTADO DE HIDALGO,SINOPSIS GEOHIDROLÓGICA DEL ESTADO DE HIDALGO,COMISIÓN NACIONAL DEL AGUA (CONAGUA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3257_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3257_EC.pdf,HIDALGO
3259,DIGITAL,1989,QUINTANA ROO,"ACTIVIDADES GEOHIDROLÓGICAS COMPLEMENTARIAS EN EL ÁREA DEL CORREDOR TURÍSTICO CANCÚN-TULUM, EDO. DE QUINTANA ROO
","ACTIVIDADES GEOHIDROLÓGICAS COMPLEMENTARIAS EN EL ÁREA DEL CORREDOR TURISTICO CANCÚN-TULUM, EDO. DE QUINTANA ROO
","EXYCO, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/3259_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/23 QUINTANA ROO/PDF/3259_EC.pdf,QUINTANA ROO
3261,AMBOS,2001,SONORA,"ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS DE LOS VALLES DE: GUAYMAS, FUERTE MAYO Y SONOYTA, SONORA","ESTUDIO DE REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO DE LOS ACUÍFEROS DE LOS VALLES DE: GUAYMAS, FUERTE MAYO Y SONOYTA, SONORA","ESTUDIOS Y PROYECTOS DE AGUA Y TIERRA RUBRISELVA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-018-PRO-2000,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3261_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3261_EC.pdf,SONORA
3265,AMBOS,1997,COAHUILA DE ZARAGOZA,"ESTUDIO DEL MANEJO DE LA DEMANDA PARA LA ESTABILIZACIÓN Y RECUPERACIÓN DE LOS ACUÍFEROS EN LA REGIÓN LAGUNERA, LA LAJA, GUANAJUATO Y CABORCA, SONORA","ESTUDIO DEL MANEJO DE LA DEMANDA PARA LA ESTABILIZACIÓN Y RECUPERACIÓN DE LOS ACUÍFEROS EN LA REGIÓN LAGUNERA, LA LAJA, GUANAJUATO Y CABORCA, SONORA","ARIEL CONSULTORES, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-011-PRO97,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/3265_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/05 COAHUILA DE ZARAGOZA/PDF/3265_EC.pdf,COAHUILA DE ZARAGOZA
3269,DIGITAL,1996,MORELOS,"ESTUDIO GEOHIDROLÓGICO EN EL PREDIO DEL CENTRO DE ADIESTRAMIENTO CAÑERO DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL, EN EL MUNICIPIO DE YECAPIXTLA, ESTADO DE MORELOS.","ESTUDIO GEOHIDROLÓGICO EN EL PREDIO DEL CENTRO DE ADIESTRAMIENTO CAÑERO DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL, EN EL MUNICIPIO DE YECAPIXTLA, ESTADO DE MORELOS.",CONSULTORÍA SUPERVISIÓN TÉCNICA Y OPERACIÓN EN SISTEMAS SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3269_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3269_EC.pdf,MORELOS
3273,DIGITAL,2001,CHIHUAHUA ZACATECAS,"MODELO DE SIMULACIÓN HIDRODINÁMICA DE LOS ACUÍFEROS CHIHUAHUA-SACRAMENTO, CHIH.Y CHUPADEROS, ZAC","MODELO DE SIMULACIÓN HIDRODINÁMICA DE LOS ACUÍFEROS CHIHUAHUA-SACRAMENTO, CHIHUAHUAY CHUPADEROS, ZACATECAS","ARIEL CONSULTORES, SOCIEDAD ANÓNIMA",COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-014-PRO-01,1,1,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3273_EC.pdf,CHIHUAHUA
3284,FÍSICO,2014,VERACRUZ DE IGNACIO DE LA LLAVE,"INTEGRACIÓN DE LOS ESTUDIOS TÉCNICOS JUSTIFICATIVOS DE LOS ACUÍFEROS DE TECOLUTLA, ORIZABA-CÓRDOBA,SOTEAPAN-HUEYAPAN, COSTERA DE COATZACOALCOS, SIERRA DE SAN ANDRÉS TUXTLA, EN EL ESTADO DE VERACRUZ","INTEGRACIÓN DE LOS ESTUDIOS TÉCNICOS JUSTIFICATIVOS DE LOS ACUÍFEROS DE TECOLUTLA, ORIZABA-CÓRDOBA,SOTEAPAN-HUEYAPAN, COSTERA DE COATZACOALCOS, SIERRA DE SAN ANDRÉS TUXTLA, EN EL ESTADO DE VERACRUZ",CONSULTORÍA BETSCO,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCGC-VER-14-262-RF-I3,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/30 VERACRUZ DE IGNACIO DE LA LLAVE/PDF/3284_CC.pdf,,VERACRUZ DE IGNACIO DE LA LLAVE
3286,AMBOS,2013,COLIMA,"ESTUDIO DE EXPLORACIÓN HIDROGEOLÓGICA PARA DETERMINAR LA POSICIÓN DE LA INTERFASE SALINA EN LA ZONA COSTERA DEL ACUÍFERO SANTIAGO-SALAGUA, EN EL ESTADO DE COLIMA",,SERVICIO GEOLÓGICO MEXICANO (SGM),COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-OCLSP-COL-13-EP-008-RF CC,1,2,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/06 COLIMA/PDF/3286_CC.pdf,,COLIMA
3290,FÍSICO,2006,SONORA,"DETERMINACIÓN DE LA DISPONIBILIDAD EN EL ACUÍFERO 2614 COCÓSPERA, ESTADO DE SONORA, MÉXICO
NEGOCIOS AGROPECUARIOS SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE","DETERMINACIÓN DE LA DISPONIBILIDAD EN EL ACUÍFERO 2614 COCÓSPERA, ESTADO DE SONORA, MÉXICO
NEGOCIOS AGROPECUARIOS SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",GEOL. MARIANO MORALES M.,COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/26 SONORA/PDF/3290_CC.pdf,,SONORA
3291,DIGITAL,1999,AGUASCALIENTES,"REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO 
ACUÍFERO DEL VALLE DE AGUASCALIENTES, AGUASCALIENTES","REACTIVACIÓN DE REDES DE MONITOREO PIEZOMÉTRICO 
ACUÍFERO 0101 VALLE DE AGUASCALIENTES, ESTADO DE AGUASCALIENTES",TÉCNICAS GEOLÓGICAS Y MINERAS SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE (TEGMIN),COMISIÓN NACIONAL DEL AGUA (CONAGUA),GAS-007-PRO-99,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3291_CC.pdf,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3291_EC.PDF,AGUASCALIENTES
3293,FÍSICO,2001,CHIAPAS,"ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA EN LOS ACUÍFEROS DE SOCONUSCO Y TUXTLA, ESTADO DE CHIAPAS","ESTUDIO DE ACTUALIZACIÓN GEOHIDROLÓGICA EN LOS ACUÍFEROS DE SOCONUSCO Y TUXTLA, ESTADO DE CHIAPAS","LARAMIDE INGENIEROS, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GRFS-CHIS-01-009.CE-I3,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/3293_CC.pdf,,CHIAPAS
3294,FÍSICO,2005,CHIAPAS,"DISPONIBILIDAD DE AGUAS SUBTERRÁNEAS VARIOS ACUÍFEROS CHIAPAS
0701 PALENQUE
0703 TUXTLA
0704 OCOZOCOAUTLA
0705 CINTALAPA
0708 LA TRINITARIA
0710 SOCONUSCO
0712 SAN CRISTÓBAL DE LAS CASAS
0714 CHICOMUSELO","DISPONIBILIDAD DE AGUAS SUBTERRÁNEAS VARIOS ACUÍFEROS CHIAPAS
0701 PALENQUE
0703 TUXTLA
0704 OCOZOCOAUTLA
0705 CINTALAPA
0708 LA TRINITARIA
0710 SOCONUSCO
0712 SAN CRISTÓBAL DE LAS CASAS
0714 CHICOMUSELO","GEOPSA, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/3294_CC.pdf,,CHIAPAS
3306,DIGITAL,2008,CHIHUAHUA,"ACTUALIZACIÓN GEOHIDROLÓGICA Y CÁLCULO DE LA DISPONIBILIDAD MEDIA ANUAL DE AGUAS SUBTERRÁNEAS DEL ACUÍFERO VILLALBA, ESTADO DE CHIHUAHUA","ACTUALIZACIÓN GEOHIDROLÓGICA Y CÁLCULO DE LA DISPONIBILIDAD MEDIA ANUAL DE AGUAS SUBTERRÁNEAS DEL ACUÍFERO VILLALBA, ESTADO DE CHIHUAHUA",SERVICIO GEOLÓGICO MEXICANO (SGM),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,2,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3306_EC.pdf,CHIHUAHUA
3317,FÍSICO,1989,MORELOS,REGISTRO DE EXTRACCIÓN ANUAL MORELOS,REGISTRO DE EXTRACCIÓN ANUAL MORELOS.,,SECRETARÍA DE AGRICULTURA Y RECURSOS HIDRÁULICOS (SARH),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/17 MORELOS/PDF/3317_CC.pdf,,MORELOS
3318,FÍSICO,2006,CHIAPAS,ESTUDIO DE REACTIVACIÓN DE LA RED DE MEDICIÓN PIEZOMÉTRICA EN EL ACUÍFERO REFORMA PORCIÓN NORTE DEL ESTADO DE CHIAPAS,ESTUDIO DE REACTIVACIÓN DE LA RED DE MEDICIÓN PIEZOMÉTRICA EN EL ACUÍFERO REFORMA PORCIÓN NORTE DEL ESTADO DE CHIAPAS,CONSULTORÍA BETSCO,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-FS-CHS-06-191-RF-LP,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/3318_CC.pdf,,CHIAPAS
3320,FÍSICO,2002,AGUASCALIENTES,PROYECTO DE MANEJO INTEGRADO Y SOSTENIBLE DEL AGUA EN EL VALLE DE AGUASCALIENTES,PROYECTO DE MANEJO INTEGRADO Y SOSTENIBLE DEL AGUA EN EL ACUÍFERO 0101 VALLE DE AGUASCALIENTES,BANCO MUNDIAL (BANXICO),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,2,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3320_CC.pdf,,AGUASCALIENTES
3321,FÍSICO,2003,AGUASCALIENTES,PROGRAMA DE REÚSO DEL AGUA EN EL ESTADO DE AGUASCALIENTES,PROGRAMA DE REÚSO DEL AGUA EN EL ESTADO DE AGUASCALIENTES,COMISIÓN NACIONAL DEL AGUA (CONAGUA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,2,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3321_CC.pdf,,AGUASCALIENTES
3328,FÍSICO,2001,HIDALGO,"ACTUALIZACIÓN GEOHIDROLÓGICA DEL ACUÍFERO DE TEPEJI DEL RÍO, ESTADO DE HIDALGO","ACTUALIZACIÓN GEOHIDROLÓGICA DEL ACUÍFERO DE TEPEJI DEL RÍO, ESTADO DE HIDALGO",INGENIEROS CONSULTORES Y CONSTRUCTORES SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE,COMISIÓN NACIONAL DEL AGUA (CONAGUA),SGT-GRAVM-GT-HGO-01-701-CE-I3,,,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/13 HIDALGO/PDF/3328_CC.pdf,,HIDALGO
3338,FÍSICO,2006,CHIHUAHUA,"ESTUDIO PARA LA OPERACIÓN Y MANEJO SUSTENTABLE DEL ACUÍFERO CASAS GRANDES, CHIHUAHUA","ESTUDIO PARA LA OPERACIÓN Y MANEJO SUSTENTABLE DEL ACUÍFERO CASAS GRANDES, CHIHUAHUA",INSTITUTO MEXICANO DE TECNOLOGÍA DEL AGUA (IMTA),"SECRETARÍA DE AGRICULTURA, GANADERÍA, DESARROLLO RURAL, PESCA Y ALIMENTACIÓN (SAGARPA)",,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/08 CHIHUAHUA/PDF/3338_CC.pdf,,CHIHUAHUA
3353,FÍSICO,1994,AGUASCALIENTES,CARACTERIZACIÓN GEOHIDROLÓGICA DEL ESTADO DE AGUASCALIENTES,CARACTERIZACIÓN GEOHIDROLÓGICA DEL ESTADO DE AGUASCALIENTES,"PECTEN, SOCIEDAD ANÓNIMA DE CAPITAL VARIABLE",COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/01 AGUASCALIENTES/PDF/3353_CC.pdf,,AGUASCALIENTES
3357,FÍSICO,1995,CHIAPAS,"INFORME GEOHIDROLÓGICO PRELIMINAR Y ALTERNATIVAS DE SOLUCIÓN PARA EL SUMINISTRO DE AGUA POTABLE A DIVERSAS COMUNIDADES DE MUNICIPIO LA TRINITARIA, ESTADO DE CHIAPAS","INFORME GEOHIDROLÓGICO PRELIMINAR Y ALTERNATIVAS DE SOLUCIÓN PARA EL SUMINISTRO DE AGUA POTABLE A DIVERSAS COMUNIDADES DE MUNICIPIO LA TRINITARIA, ESTADO DE CHIAPAS",COMISIÓN NACIONAL DEL AGUA (CONAGUA),COMISIÓN NACIONAL DEL AGUA (CONAGUA),,1,1,https://sigagis.conagua.gob.mx/t_estudios24/INVENTARIO/07 CHIAPAS/PDF/3357_CC.pdf,,CHIAPAS
